06.25968, -75.57821, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2596752220<br>Coord_X: -75.578211629842997
06.25961, -75.57824, Especie: Psidium guajava<br>Hábito: Árbol<br>Coord_Y: 6.2596061392<br>Coord_X: -75.578240042140720
06.25963, -75.57829, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2596280307<br>Coord_X: -75.578285586410729
06.25965, -75.57826, Especie: Eriobotrya japonica<br>Hábito: Arbusto<br>Coord_Y: 6.2596457309<br>Coord_X: -75.578256660646559
06.25967, -75.57824, Especie: Annona muricata<br>Hábito: Árbol<br>Coord_Y: 6.2596700050<br>Coord_X: -75.578239124091994
06.25970, -75.57823, Especie: Citrus sp<br>Hábito: Arbusto<br>Coord_Y: 6.2597008688<br>Coord_X: -75.578227474964649
06.25971, -75.57826, Especie: Psidium guajava<br>Hábito: Árbol<br>Coord_Y: 6.2597125318<br>Coord_X: -75.578256117768689
06.25973, -75.57829, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2597256378<br>Coord_X: -75.578293567619042
06.25970, -75.57829, Especie: Psidium guajava<br>Hábito: Árbol<br>Coord_Y: 6.2597021502<br>Coord_X: -75.578292766988881
06.25980, -75.57829, Especie: Ravenala madagascariensis<br>Hábito: Hierba<br>Coord_Y: 6.2598027260<br>Coord_X: -75.578289386230480
06.25985, -75.57833, Especie: Euphorbia pulcherriama<br>Hábito: Arbusto<br>Coord_Y: 6.2598503368<br>Coord_X: -75.578325467442355
06.25993, -75.57829, Especie: Syzygium malaccense<br>Hábito: Árbol<br>Coord_Y: 6.2599311896<br>Coord_X: -75.578288285824542
06.26002, -75.57823, Especie: Lafoensia acuminata<br>Hábito: Árbol<br>Coord_Y: 6.2600201904<br>Coord_X: -75.578225452243245
06.26013, -75.57832, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2601271043<br>Coord_X: -75.578315987528995
06.25947, -75.57830, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2594694385<br>Coord_X: -75.578297971266394
06.25941, -75.57825, Especie: Swinglea glutinosa<br>Hábito: Arbusto<br>Coord_Y: 6.2594107865<br>Coord_X: -75.578245494519862
06.25994, -75.57679, Especie: Albizia guachapele<br>Hábito: Árbol<br>Coord_Y: 6.2599437730<br>Coord_X: -75.576790585285750
06.25992, -75.57683, Especie: Handroanthus chrysanthus<br>Hábito: Árbol<br>Coord_Y: 6.2599238508<br>Coord_X: -75.576826473785346
06.25997, -75.57688, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2599743351<br>Coord_X: -75.576884570434572
06.26002, -75.57703, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2600157487<br>Coord_X: -75.577034338472174
